" 　　归脾汤
　　出自《正体类要》
　　","【组成】　白术 当归　白茯苓 黄芪炒 远志　龙眼肉 酸枣仁炒，各一钱(3g) 人参一钱(6g) 木香五分 (1.5g) 甘草炙,三分(1g)
　　","【功用】　益气补血，健脾养心。
　　","【主治】
　　1.心脾气血两虚证。心悸怔仲，健忘失眠，盗汗虚热，体倦食少，面色萎黄，舌淡，苔薄白，脉细弱。
　　2.脾不统血证。便血，皮下紫癜，妇女崩漏，月经超前，量多色淡，或淋漓不止，舌淡，脉细弱。
　　"
" 　　当归补血汤
　　出自《内外伤辨惑论》
　　","【组成】　黄芪一两(30g) 当归酒洗，二钱(6g)
　　","【功用】　补气生血。
　　","【主治】　血虚阳浮发热证。肌热面红，烦渴欲饮，脉洪大而虚，重按无力，亦治妇人经期、产后血虚发热头痛，或疮疡溃后，久不愈合者。
　　"
" 　　四物汤
　　出自《仙授理伤续断秘方》
　　","【组成】 当归去芦，酒浸炒(9g) 川芎6g 白芍9g 熟干地黄酒蒸(熟地黄已有成品，干地黄即生地黄晒干，12g)各等分
　　","【功用】 补血调血。
　　","【主治】 营血虚滞证。头晕目眩，心悸失眠，面色无华，妇人月经不调，量少或经闭不行，脐腹作痛，甚或瘕块硬结，舌淡，口唇、爪甲色淡，脉细弦或细涩。
　　"
" 　　玉屏风散
　　出自《医方类聚》
　　","【组成】　防风一两(30g) 黄芪蜜炙 白术各二两(各60g)
　　","【功用】 益气固表止汗。
　　","【主治】 表虚自汗。汗出恶风，面色白光白，舌淡苔薄白，脉浮虚。亦治虚人腠理不固，易感风邪。
　　"
" 　　参苓白术散
　　出自《太平惠民和剂局方》
　　","【组成】 莲子肉去皮，一斤(500g) 薏苡仁一斤(500g) 缩砂仁一斤(500g) 桔梗炒令深黄色，一斤(500g) 白扁豆姜汁浸，去皮，微炒，一斤半(750g) 白茯苓二斤(1000g) 人参二斤(1000g) 甘草炒，二斤(1000g) 白术二斤(1000g) 山药二斤(1000g)
　　","【功用】 益气健脾，渗湿止泻。
　　","【主治】 脾虚湿盛证。饮食不化，胸脘痞闷，肠鸣泄泻，四肢乏力，形体消瘦，面色萎黄，舌淡苔白腻，脉虚缓。
　　"
" 　　补中益气汤
　　出自《内外伤辨惑论》
　　","【组成】　黄芪病甚、劳役热甚者一钱(18g) 甘草炙，各五分(9g) 人参去芦，三分(6g) 当归酒焙干或晒干，二分(3g) 橘皮不去白，二分或三分(6g) 升麻二分或三分(6g) 柴胡二分或三分(6g) 白术三分(9g)
　　","【功用】　补中益气，升阳举陷。
　　","【主治】
　　1.脾虚气陷证。饮食减少，体倦肢软，少气懒言，面色萎黄，大便稀溏，舌淡，脉虚以及脱肛、子宫脱垂、久泻、久痢、崩漏等。
　　2.气虚发热证。身热，自汗，渴喜热饮，气短乏力，舌淡，脉虚大无力。
　　"
" 　　生脉散
　　出自《医学启源》
　　","【组成】　人参五分(9g) 麦门冬五分(9g) 五味子七粒(6g)
　　","【功用】　益气生津，敛阴止汗。
　　","【主治】
　　1.温热、暑热，耗气伤阴证。汗多神疲，体倦乏力，气短懒言，咽干口渴，舌干红少苔，脉虚数。
　　2.久咳伤肺，气阴两虚证。干咳少痰，短气自汗，口干舌燥，脉虚细。
　　"
" 　　完带汤
　　出自《傅青主女科》
　　","【组成】 白术一两(30g)土炒 山药一两(30g)炒 人参二钱(6g) 白芍五钱(15g)酒炒车前子三钱(9g)酒炒 苍术二钱(9g)制 甘草一钱(3g) 陈皮五分(2g) 黑芥穗五分(2g) 柴胡六分(2g)
　　","【功用】 补脾疏肝，化湿止带。
　　","【主治】 脾虚肝郁，湿浊带下。带下色白，清稀如涕，面色白光 白，倦怠便溏，舌淡苔白，脉缓或濡弱。
　　"
" 　　八珍汤(八珍散)
　　出自《瑞竹堂经验方》
　　","【组成】　人参 白术 白茯苓 当归 川芎 白芍药 熟地黄 甘草 炙　各一两(30g)
　　","【功用】　益气补血。
　　","【主治】　气血两虚证。面色苍白或萎黄，头晕耳眩，四肢倦怠，气短懒言，心悸怔忡，饮食减少，舌淡苔薄白，脉细弱或虚大无力。
　　"
" 　　炙甘草汤(复脉汤)
　　《伤寒论》
　　","【组成】 甘草四两，炙(12g) 生姜三两，切(9g) 桂枝三两，去皮(9g) 人参二两(6g) 生地黄一斤(50g) 阿胶二两(6g) 麦门冬半升，去心(10g) 麻仁半升(10g) 大枣三十枚，擘(10枚)
　　","【功用】 益气滋阴，通阳复脉。
　　","【主治】
　　1.阴血阳气虚弱，心脉失养证。脉结代，心动悸，虚羸少气，舌光少苔，或质干而瘦小者。
　　2.虚劳肺痿。干咳无痰，或咳吐涎沫，量少，形瘦短气，虚烦不眠，自汗盗汗，咽干舌燥，大便干结，脉虚数。
　　"
" 　　六味地黄丸(地黄丸)
　　出自《小儿药证直诀》
　　","【组成】　熟地黄八钱(24g)　山萸肉 　干山药各四钱(各12g) 泽泻 牡丹皮 茯苓去皮，各三钱(各9g)
　　","【功用】　滋补肝肾。
　　","【主治】　肝肾阴虚证。腰膝痠软，头晕目眩，耳鸣耳聋，盗汗，遗精，消渴，骨蒸潮热，手足心热，口燥咽干，牙齿动摇，足跟作痛，小便淋沥，以及小儿囟门不合，舌红少苔，脉沉细数。
　　"
" 　　左归丸
　　出自《景岳全书》
　　","【组成】 大怀熟地八两(240g) 山药炒，四两(120g) 枸杞四两(120g) 山茱萸四两(120g) 川牛膝酒洗蒸熟，三两(90g) 鹿角胶敲碎，炒珠，四两(120g) 龟版胶切碎，炒珠，四两(120g) 菟丝子制，四两(120g)
　　","【功用】 滋阴补肾，填精益髓。
　　","【主治】 真阴不足证。头晕目眩，腰痠腿软，遗精滑泄，自汗盗汗，口燥舌干，舌红少苔，脉细。
　　"
" 　　大补阴丸(大补丸)
　　出自《丹溪心法》
　　","【组成】　熟地黄酒蒸 龟版酥炙，各六两(各180g) 黄柏炒褐色 知母酒浸，炒，各四两(各120g)
　　","【功用】 滋阴降火。
　　","【主治】 阴虚火旺证。骨蒸潮热，盗汗遗精，咳嗽咯血，心烦易怒，足膝疼热，舌红少苔，尺脉数而有力。
　　"
" 　　一贯煎
　　《续名医类案》
　　","【组成】 北沙参 麦冬 当归身(各9g) 生地黄(18～30g) 枸杞子(9～18g) 川楝子一钱半(4.5g)(原书未著用量)
　　","【功用】 滋阴疏肝。
　　","【主治】 肝肾阴虚，肝气郁滞证。胸脘胁痛，吞酸吐苦，咽干口燥，舌红少津，脉细弱或虚弦。亦治疝气瘕聚。
　　"
" 　　肾气丸
　　出自《金匮要略》
　　","【组成】　干地黄八两(240g)　薯蓣(即山药)　山茱萸各四两(各120g)　泽泻 茯苓　牡丹皮各三两(各90g )　桂枝　附子炮各一两(各30g)
　　","【功用】　补肾助阳。
　　","【主治】　肾阳不足证。腰痛脚软，身半以下常有冷感，少腹拘急，小便不利，或小便反多，入夜尤甚，阳痿早泄，舌淡而胖，脉虚弱，尺部沉细，以及痰饮，水肿，消渴，脚气，转胞等。
　　"
" 　　右归丸
　　出自《景岳全书》
　　","【组成】 　熟地黄八两(240g) 山药炒，四两(120g) 山茱萸微炒，三两(90g) 枸杞子微炒，三两(90g) 菟丝子制，四两(120g) 鹿角胶炒珠，四两(120g) 杜仲姜汁炒，四两(120g ) 肉桂二两(60g) 当归三两(90g) 制附子二两，渐可加至五六两(60～180g)
　　","【功用】　温补肾阳，填精益髓。
　　","【主治】　肾阳不足，命门火衰证。年老或久病气衰神疲，畏寒肢冷，腰膝软弱，阳痿遗精，或阳衰无子，或饮食减少，大便不实，或小便自遗，舌淡苔白，脉沉而迟。
　　"
" 　　地黄饮子(地黄饮)
　　出自《圣济总录》
　　","【组成】　熟干地黄焙(12 g) 巴戟天去心 山茱萸炒 石斛去根 肉苁蓉酒浸,切焙 附子炮裂，去皮脐 五味子炒 官桂去粗皮 白茯苓去黑皮 麦门冬去心，焙 菖蒲 远志去心，各半两(各15g)
　　","【功用】　 滋肾阴，补肾阳，开窍化痰。
　　","【主治】　下元虚衰，痰浊上泛之喑痱证。舌强不能言，足废不能用，口干不欲饮，足冷面赤，脉沉细弱。
　　"
" 　　龟鹿二仙胶
　　出自《医 便》
　　","【组成】　鹿角用新鲜麋鹿杀角，解的不用，马鹿角不用，去角脑梢骨二寸绝断，劈开，净用十斤(5000g) 龟版去弦，洗净，五斤，捶碎(2500g) 人参十五两(450g) 枸杞子三十两(900g)
　　","【功用】　滋阴填精，益气壮阳。
　　","【主治】　真元虚损，精血不足证。全身瘦削，阳痿遗精，两目昏花，腰膝痠软，久不孕育。
　　"
,,,
" 　　牡蛎散
　　《太平惠民和剂局方》
　　","【组成】 黄芪去苗土　　麻黄根洗　 牡蛎米泔浸，刷去土，火烧通赤，各一两(各30g)
　　","【功用】 益气固表，敛阴止汗。
　　","【主治】 卫外不固，阴液外泄之自汗、盗汗证。常自汗出，夜卧更甚，心悸惊惕，短气烦倦，舌淡红，脉细弱。
　　"
" 　　九仙散
　　王子昭方，录自《卫生宝鉴》
　　","【组成】 人参 款冬花 桑白皮 桔梗 五味子 阿胶 乌梅各一两(各30g) 贝母半两(15g) 罂粟壳八两(240g)，去顶，蜜炒黄
　　","【功用】 敛肺止咳，益气养阴。
　　","【主治】 久咳肺虚证。久咳不已，咳甚则气喘自汗，痰少而粘，脉虚数。
　　"
" 　　固经丸
　　出自《丹溪心法》
　　","【组成】 黄芩炒　白芍炒　龟板炙　各一两(各30g)　黄柏炒，三钱(9g) 椿树根皮七钱半(22.5g) 香附二钱半(7.5g)
　　","【功用】 滋阴清热，固经止血。
　　","【主治】 阴虚血热之崩漏。月经过多，或崩中漏下，血色深红或紫黑稠粘，手足心热，腰膝痠软，舌红，脉弦数。
　　"
" 　　桑螵蛸散
　　出自《本草衍义》
　　","【组成】桑螵蛸 远志 菖蒲 龙骨 人参 茯神 当归 龟甲酥炙　以上各一两(各30g)
　　","【功用】 调补心肾，涩精止遗。
　　","【主治】 心肾两虚证。小便频数，或尿如米泔色，或遗尿，或遗精，心神恍惚，健忘，舌淡苔白，脉细弱。
　　"
" 　　四神丸
　　出自《内科摘要》
　　","【组成】 肉豆蔻二两(60g) 补骨脂四两(120g) 五味子二两(60g) 吴茱萸浸，炒一两(30g)
　　","【功用】 温肾暖脾，固肠止泻。
　　","【主治】 脾肾阳虚之肾泄证。五更泄泻，不思饮食，食不消化，或久泻不愈，腹痛喜温，腰痠肢冷，神疲乏力，舌淡，苔薄白，脉沉迟无力。
　　"
" 　　固冲汤
　　出自《医学衷中参西录》
　　","【组成】 白术一两，炒(30g) 生黄芪六钱(18g) 龙骨八钱，煅，捣细(24g) 牡蛎八钱，煅，捣细(24g) 萸肉八钱，去净核(24g) 生杭芍四钱(12g) 海螵蛸四钱，捣细(12g) 茜草三钱(9g) 棕边炭二钱(6g) 五倍子五分，轧细，药汁送服(1.5g)
　　","【功用】 益气健脾，固冲摄血。
　　","【主治】 脾气虚弱，冲脉不固证。血崩或月经过多，色淡质稀，心悸气短，腰膝痠软，舌淡，脉微弱。
　　"
" 　　金锁固精丸
　　出自《医方集解》
　　","【组成】 沙苑蒺藜炒 芡实蒸 莲须各二两(各60g) 龙骨酥炙 牡蛎盐水煮一日一夜，煅粉，各一两(各30g)
　　","【功用】 涩精补肾。
　　","【主治】 肾虚不固之遗精。遗精滑泄，神疲乏力，腰痛耳鸣，舌淡苔白，脉细弱。
　　"
" 　　真人养脏汤(纯阳真人养脏汤)
　　出自《太平惠民和剂局方》
　　","【组成】 人参 当归去芦 白术焙　各六钱(各18g) 肉豆蔻面裹，煨，半两(15g) 肉桂去粗皮 甘草炙各八钱(各24g) 白芍药一两六钱(48g) 木香不见火，一两四钱(42g) 诃子去核，一两二钱(36g) 罂粟壳去蒂萼，蜜炙，三两六钱(108g)
　　","【功用】 涩肠止泻，温中补虚。
　　","【主治】 久泻久痢，脾肾虚寒证。泻利无度，滑脱不禁，甚至脱肛坠下，脐腹疼痛，喜温喜按，倦怠食少，舌淡苔白，脉迟细。
　　"
" 　　易黄汤
　　出自《傅青主女科》
　　","【组成】 山药炒，一两(30g) 芡实炒，一两(30g) 黄柏盐水炒，二钱(6g) 车前子酒炒，一钱(3g) 白果十枚，碎(12g)
　　","【功用】 固肾清热，祛湿止带。
　　","【主治】 肾虚湿热带下。带下粘稠量多，色黄如浓茶汁，其气腥秽，舌红，苔黄腻者。
　　"
,,,
" 　　朱砂安神丸
　　《内外伤辨惑论》
　　","【组成】 朱砂 五钱(15g)另研，水飞为衣 黄连 去须，净，酒洗　六钱(18g) 炙甘草 五钱半(16.5g) 生地黄 一钱半(4.5g) 当归 二钱半(7.5g)
　　","【功用】 镇心安神，清热养血。
　　","【主治】 心火亢盛，阴血不足证。失眠多梦，惊悸怔忡，心烦神乱，或胸中懊 (忄农)，舌尖红，脉细数。
　　"
" 　　紫雪
　　苏恭方，录自《外台秘要》
　　",,"【功用】 清热开窍，熄风镇痉。
　　","【主治】 温热病，热闭心包及热盛动风证。高热烦躁，神昏谵语，痉厥，口渴唇焦，尿赤便闭，舌质红绛，苔黄燥，脉数有力或弦，以及小儿热盛惊厥。
　　"
" 　　苏合香丸(吃力伽丸)
　　出自《广济方》，录自《外台秘要》
　　","【组成】 吃力伽(即白术) 光明砂研 麝香 诃梨勒皮 香附子中白 沉香重者 青木香 丁子香 安息香 白檀香 荜茇上者 犀角各一两(各30g) 薰陆香 苏合香 龙脑香各半两(各15g)
　　","【功用】 芳香开窍，行气止痛。
　　","【主治】 寒闭证。突然昏倒，牙关紧闭，不省人事，苔白，脉迟。亦治心腹猝痛，甚则昏厥，属寒凝气滞者。
　　"
,,,
" 　　至宝丹
　　《灵苑方》引郑感方，录自《苏沈良方》
　　","【组成】 生乌犀 生玳瑁 琥珀 朱砂 雄黄各一两(各30g) 牛黄一分(0.3g) 龙脑一分(0.3g) 麝香一分(0.3g) 安息香一两半(45g)，酒浸，重汤煮令化，滤过滓，约取一两净(30g) 金银箔各五十片
　　","【功用】 化浊开窍，清热解毒。
　　","【主治】 痰热内闭心胞证。神昏谵语，身热烦躁，痰盛气粗，舌绛苔黄垢腻，脉滑数。亦治中风、中暑、小儿惊厥属于痰热内闭者。
　　"
" 　　安宫牛黄丸(牛黄丸)
　　出自《温病条辨》
　　","【组成】 牛黄一两(30g) 郁金一两(30g) 水牛角浓缩粉一两(50g) 黄连一两(30g) 朱砂一两(30g) 梅片二钱五分(7.5g) 麝香二钱五分(7.5g) 真珠五钱(15g) 山栀一两(30g) 雄黄一两(30g) 黄芩一两(30g)
　　","【功用】 清热解毒，开窍醒神。
　　","【主治】 邪热内陷心包证。高热烦躁，神昏谵语，舌蹇肢厥，舌红或绛，脉数有力。亦治中风昏迷，小儿惊厥属邪热内闭者。
　　"
" 　　天王补心丹
　　《校注妇人良方》
　　","【组成】 人参去芦 茯苓　玄参　丹参　桔梗 远志　各五钱(各15g)　 当归酒浸　五味　麦门冬去心　天门冬　柏子仁　酸枣仁 炒, 各一两(各30g)　生地黄　四两(120g)
　　","【功用】 滋阴清热，养血安神。
　　","【主治】 阴虚血少,虚火内扰证。心悸怔忡，虚烦失眠，神疲健忘，或梦遗，手足心热，口舌生疮，大便干结，舌红少苔，脉细数。
　　"
" 　　酸枣仁汤
　　出自《金匮要略》
　　","【组成】 酸枣仁炒　二升(15g)　 甘草 一两(3g) 知母 二两(6g) 茯苓 二两(6g) 芎䓖 二两(6g)
　　","【功用】 养血安神，清热除烦。
　　","【主治】 肝血不足，虚热内扰证。虚烦失眠，心悸不安，头目眩晕，咽干口燥，舌红，脉弦细。
　　"
,,,
"  　　定喘汤
　　出自《摄生众妙方》
　　","【组成】 白果去壳，砸碎炒黄，二十一枚(9g) 麻黄三钱(9g) 苏子二钱(6g) 甘草一钱(3g) 款冬花三钱(9g) 杏仁去皮、尖　一钱五分(4.5g)　桑白皮蜜炙　三钱(9g) 黄芩微炒　一钱五分(6g) 法制半夏三钱(9g)如无，用甘草汤泡七次，去脐用
　　","【功用】 宣降肺气，清热化痰。
　　","【主治】 风寒外束，痰热内蕴证。咳喘痰多气急，质稠色黄，或微恶风寒，舌苔黄腻，脉滑数者。
　　"
"  　　暖肝煎
　　出自《景岳全书》
　　","【组成】 当归二钱(6g) 枸杞子三钱(9g) 小茴香二钱(6g) 肉桂一钱(3g) 乌药二钱(6g) 沉香一钱(木香亦可)(3g) 茯苓二钱(6g)
　　","【功用】 温补肝肾，行气止痛。
　　","【主治】 肝肾不足，寒滞肝脉证。睾丸冷痛，或小腹疼痛，疝气痛，畏寒喜暖，舌淡苔白，脉沉迟。
　　"
"  　　厚朴温中汤
　　出自《内外伤辨惑论》
　　","【组成】 厚朴姜制 陈皮去白，各一两(各30g) 甘草炙 茯苓去皮 草豆蔻仁 木香各五钱(各15g) 干姜七分(2g)
　　","【功用】 行气除满，温中燥湿。
　　","【主治】 脾胃寒湿气滞证。脘腹胀满，或疼痛，不思饮食，四肢倦怠，舌苔白腻，脉沉弦。
　　"
"  　　天台乌药散(乌药散)
　　出自《圣济总录》
　　","【组成】 天台乌药 木香 小茴香微炒 青皮汤浸，去白，焙 高良姜炒　各半两(各15g) 槟榔锉　二个(9g) 川楝子十个(12g) 巴豆七十粒(12g)
　　","【功用】 行气疏肝，散寒止痛。
　　","【主治】 肝经气滞寒凝证。小肠疝气，少腹引控睾丸而痛，偏坠肿胀，或少腹疼痛，苔白，脉弦。
　　"
"  　　小半夏汤
　　出自《金匮要略》
　　","【组成】半夏一升(20g) 生姜半斤(10g)
　　","【功用】化痰散饮，和胃降逆。
　　","【主治】痰饮呕吐。呕吐痰涎，口不渴，或干呕呃逆，谷不得下，小便自利，舌苔白滑。
　　"
"  　　越鞠丸(芎术丸)
　　出自《丹溪心法》
　　","【组成】 香附 川芎 苍术 栀子 神曲各等分(各6～10g)
　　","【功用】 行气解郁。
　　","【主治】 六郁证。胸膈痞闷，脘腹胀痛，嗳腐吞酸，恶心呕吐，饮食不消。
　　"
"  　　半夏厚朴汤
　　出自《金匮要略》
　　","【组成】 半夏一升(12g) 厚朴三两(9g) 茯苓四两(12g) 生姜五两(15g) 苏叶二两(6g)
　　","【功用】 行气散结，降逆化痰。
　　","【主治】 梅核气。咽中如有物阻，咯吐不出，吞咽不下，胸膈满闷，或咳或呕，舌苔白润或白滑，脉弦缓或弦滑。
　　"
"  　　金铃子散
　　出自《太平圣惠方》，录自《袖珍方》
　　","【组成】 金铃子 玄胡各一两(各30g)
　　","【功用】 行气疏肝，活血止痛。
　　","【主治】 肝郁化火证。胸腹胁肋诸痛，时发时止，口苦，或痛经，或疝气痛，舌红苔黄，脉弦数。
　　"
"  　　枳实薤白桂枝汤
　　出自《金匮要略》
　　","【组成】 枳实四枚(12g) 厚朴四两(12g) 薤白半升(9g) 桂枝一两(6g) 瓜蒌一枚，捣(12g)
　　","【功用】 通阳散结，祛痰下气。
　　","【主治】 胸阳不振，痰气互结之胸痹。胸满而痛，甚或胸痛彻背，喘息咳唾，短气，气从胁下冲逆，上攻心胸，舌苔白腻，脉沉弦或紧。
　　"
"  　　苏子降气汤
　　出自《太平惠民和剂局方》
　　","【组成】 紫苏子 半夏汤洗七次，各二两半(各75g) 川当归去芦，两半(45g)　甘草爁，二两(60g) 前胡去芦 厚朴去粗皮，姜汁拌炒，各一两(各30g) 肉桂去皮，一两半(45g)[一方有陈皮去白　一两半(45g)]
　　","【功用】 降气平喘，祛痰止咳。
　　","【主治】 上实下虚喘咳证。痰涎壅盛，喘咳短气，胸膈满闷;或腰疼脚弱，肢体倦怠;或肢体浮肿，舌苔白滑或白腻，脉弦滑。
　　"
"  　　旋覆代赭汤
　　出自《伤寒论》
　　","【组成】 旋覆花三两(9g) 人参二两(6g) 生姜五两(15g) 代赭石一两(6g) 甘草炙，三两(9g)　半夏洗，半升(9g) 大枣十二枚，擘(4枚)
　　","【功用】 降逆化痰，益气和胃。
　　","【主治】 胃虚痰阻气逆证。胃脘痞闷或胀满，按之不痛，频频喛气;或见纳差，呃逆，恶心，甚或呕吐。舌苔白腻，脉缓或滑。
　　"
" 　　橘皮竹茹汤
　　出自《金匮要略》
　　","【组成】 橘皮二斤(15g) 竹茹二升(15g) 大枣三十枚(5枚) 生姜半斤(9g) 甘草五两(6g) 人参一两(3g)
　　","【功用】 降逆止呃，益气清热。
　　","【主治】 胃虚有热之呃逆。呃逆或干呕，虚烦少气，口干，舌红嫩，脉虚数。
　　"
,,,
"  　　补阳还五汤
　　出自《医林改错》
　　","【组成】 黄芪生，四两(120g) 当归尾二钱(6g) 赤芍一钱半(5g) 地龙去土一钱(3g) 川芎一钱(3g) 红花一钱(3g) 桃仁一钱(3g)
　　","【功用】 补气，活血，通络
　　","【主治】 中风，气虚血瘀证。半身不遂，口眼涡斜，语言蹇涩，口角流涎，小便频数或遗尿失禁，舌黯淡，苔白，脉缓无力。
　　"
" 　　失笑散
　　出自《太平惠民和剂局方》
　　","【组成】 五灵脂酒研，淘去沙土 蒲黄炒香，各二钱(各6g)
　　","【功用】 活血祛瘀，散结止痛。
　　","【主治】 瘀血停滞证。心腹刺痛，或产后恶露不行，或月经不调，少腹急痛等。
　　"
"  　　鳖甲煎丸
　　出自《金匮要略》
　　","【组成】 鳖甲十二分(90g)，炙 乌扇烧 黄芩 鼠妇熬 干姜 大黄 桂枝 石韦去毛 厚朴 紫葳 阿胶各三分(各22.5g) 柴胡 蜣螂熬，各六分(各45g) 芍药 牡丹去心 [蟅]虫熬，各五分(各37g) 蜂窠炙，四分(30g) 赤硝十二分(90g) 桃仁　瞿麦各二分(15g) 人参 半夏 葶苈各一分(各7.5g)
　　","【功用】 行气活血，祛湿化痰，软坚消癥。
　　","【主治】 疟母、癥瘕。疟疾日久不愈，胁下痞鞕(或硬)成块，结成疟母;以及癥瘕结于胁下，推之不移，腹中疼痛，肌肉消瘦，饮食减少，时有寒热，女子月经闭止等。
　　"
"  　　桃核承气汤
　　出自《伤寒论》
　　","【组成】 桃仁去皮尖，五十个(12g)　大黄四两(12g) 桂枝去皮二两(6g)　甘草炙，二两(6g)　芒硝二两(6g)
　　","【功用】　破血下瘀。
　　","【主治】　下焦蓄血证。少腹急结,小便自利，甚则谵语烦躁，神志如狂，至夜发热;以及血瘀经闭，痛经，脉沉实而涩者。
　　"
"  　　血府逐瘀汤
　　出自《医林改错》
　　","【组成】 桃仁四钱(12g) 红花三钱(9g) 当归三钱(9g) 生地黄三钱(9g) 川芎一钱半(4.5g) 赤芍二钱(6g) 牛膝三钱(9g) 桔梗一钱半(4.5g) 柴胡一钱(3g) 枳壳二钱(6g) 甘草二钱(6g)
　　","【功用】活血化瘀，行气止痛。
　　","【主治】胸中血瘀证。胸痛，头痛，日久不愈，痛如针刺而有定处或呃逆日久不止，或饮水即呛，干呕，或内热瞀闷，或心悸怔忡失眠多梦，急躁易怒，入暮潮热，唇暗或两目暗黑，舌质黯红，或舌有瘀斑、或瘀点，脉涩或弦紧。
　　"
"  　　桂枝茯苓丸
　　出自《金匮要略》
　　","【组成】 桂枝 茯苓 丹皮去心 桃仁去皮尖，熬 芍药各等分(9g)
　　","【功用】 活血化瘀，缓消癥块。
　　","【主治】 瘀阻胞宫证。妇人素有癥块,妊娠漏下不止,或胎动不安,血色紫黑晦暗，腹痛拒按，或经闭腹痛,或产后恶露不尽而腹痛拒按者,舌质紫黯或有瘀点,脉沉涩。
　　"
"  　　温经汤
　　出自《金匮要略》
　　","【组成】 吴茱萸三两(9g) 当归二两(6g) 芍药二两(6g) 川芎二两(6g) 人参二两(6g) 桂枝二两(6g) 阿胶二两(6g) 牡丹皮去心，二两(6g) 生姜二两(6g) 甘草二两(6g) 半夏半升(6g) 麦冬去心，一升(9g)
　　","【功用】 温经散寒，祛瘀养血。
　　","【主治】 冲任虚寒，瘀血阻滞证。漏下不止，或血色黯而有块，淋漓不畅，月经不调，超前延后，或逾期不止，或一月再行，或经停不至，而见傍晚发热，手心烦热，唇口干燥，少腹里急，腹满。舌质黯红，脉细而涩。亦治妇人宫冷，久不受孕。
　　"
"  
　　复元活血汤
　　出自《医学发明》
　　","【组成】 柴胡半两(15g) 瓜蒌根、当归各三钱(各9g) 红花、甘草、穿山甲炮，各二钱(各6g) 大黄酒浸，一两(30g) 桃仁酒浸，去皮尖，研如泥，五十个(15g)
　　","【功用】 活血祛瘀，疏肝通络。
　　","【主治】 跌打损伤，瘀血阻滞证。瘀阻胁下，痛不可忍。
　　"
"  　　生化汤
　　出自《傅青主女科》
　　","【组成】 全当归八钱(24g) 川芎三钱(9g) 桃仁去皮尖，十四枚(6g) 干姜炮黑，五分(2g) 甘草炙，五分(2g)
　　","【功用】 养血袪瘀，温经止痛。
　　","【主治】 血虚寒凝，瘀血阻滞证。产后恶露不行，小腹冷痛。
　　"
"  　　十灰散
　　出自《十药神书》
　　","【组成】 大蓟 小蓟 荷叶 侧柏叶 茅根 茜根 山栀 大黄 牡丹皮 棕榈皮各等分(各9g)
　　","【功用】 凉血止血。
　　","【主治】 血热妄行证。呕血、吐血、咯血、嗽血、衄血，血色鲜红，来势急暴，舌红，脉数。
　　"
"  　　咳血方
　　出自《丹溪心法》
　　","【组成】 青黛水飞(6g) 瓜蒌仁去油(9g) 海粉(9g) 山栀子炒黑(9g) 诃子(6g)
　　","【功用】 清肝宁肺，凉血止血。
　　","【主治】 肝火犯肺之咳血证。咳嗽痰稠带血，咯吐不爽，心烦易怒，胸胁作痛，咽干口苦，颊赤便秘，舌红苔黄，脉弦数。
　　"
"  　　小蓟饮子
　　出自《济生方》，录自《玉机微义》
　　","【组成】 生地黄 小蓟 滑石　木通 蒲黄 藕节 淡竹叶 当归 山栀子 甘草　各等分(各9g)
　　","【功用】 凉血止血，利水通淋。
　　","【主治】 热结下焦之血淋、尿血。尿中带血，小便频数，赤涩热痛，舌红，脉数。
　　"
"  　　槐花散
　　出自《普济本事方》
　　","【组成】 槐花炒(12g) 柏叶杵，焙(12g) 荆芥穗(6g) 枳壳麸炒(6g)各等分
　　","【功用】 清肠止血，疏风行气。
　　","【主治】 风热湿毒，壅遏肠道，损伤血络证。便前出血，或便后出血，或粪中带血，以及痔疮出血，血色鲜红或晦暗，舌红苔黄脉数。
　　"
" 　　黄土汤
　　出自《金匮要略》
　　","【组成】 甘草 干地黄 白术 附子炮 阿胶 黄芩各三两(各9g) 灶心黄土半斤(30g)
　　","【功用】 温阳健脾，养血止血。
　　","【主治】 脾阳不足，脾不统血证。大便下血，先便后血，以及吐血、衄血、妇人崩漏，血色暗淡，四肢不温，面色萎黄，舌淡苔白，脉沉细无力。
　　"
,,,
"  　　天麻钩藤饮
　　《中医内科杂病证治新义》
　　","【组成】 天麻 (9g) 钩藤 (12g) 生决明 (18g) 山栀 黄芩 (各9g) 川牛膝 (12g) 杜仲 益母草 桑寄生 夜交藤 朱茯神 (各9g)
　　","【功用】 平肝熄风，清热活血，补益肝肾。
　　","【主治】 肝阳偏亢，肝风上扰证。头痛，眩晕，失眠多梦，或口苦面红，舌红苔黄，脉弦或数。
　　"
"  　　羚角钩藤汤
　　出自《通俗伤寒论》
　　","【组成】 羚角片 钱半(4.5g)，先煎 霜桑叶 二钱(6g) 京川贝 四钱，去心(12g) 鲜生地 五钱(15g) 双钩藤 三钱(9g)，后入 滁菊花 三钱(9g) 茯神木三钱(9g) 生白芍 三钱(9g) 生甘草 八分(2.4g) 淡竹茹 五钱，鲜刮(15g)，与羚羊角先煎代水
　　",,
"  　　牵正散
　　出自《杨氏家藏方》
　　","【组成】 白附子 白僵蚕 全蝎去毒，各等分，并生用
　　","【功用】 祛风化痰，通络止痉。
　　","【主治】 风中头面经络。口眼 斜，或面肌抽动，舌淡红，苔白。
　　"
