朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
明,汤,内,11416.0,泻肝汤,《古今医鉴》卷十五,当归梢  赤芍药  生地黄  龙胆草(jiu浸，炒)  防风  黄连(炒)  黄柏  知母(jiu炒)  车前子(炒)  泽泻各3g  甘草梢1．5g,3g,泻肝利湿。,散肝舒脾,肝经湿热不利，阴囊肿痛，或脓溃皮脱，睾丸悬挂，及下疳疮。,水煎，去滓。,空心温服,,y,11.0,,,
清,汤,内,11421.0,泻肝散,《医宗金鉴》卷五十二,生地黄  当归  赤芍  川芎  连翘(去心)  栀子(生)  龙胆草  大黄  羌活  甘草(生)  防风,wbz,泻肝凉血,明目　肝热,疳热上攻，眼目湿痒赤烂，胞肿疼痛，白睛生翳，流泪羞明。,灯心为引，水煎，去滓,温服,,n,11.0,,,
明,丸,内,11423.0,泻青丸,《明医指掌》卷十,当归  川芎  山栀  大黄  羌活  防风  胆草  生地  竹叶  琥珀  天竺黄各等分,等分,泻肝镇惊,止痉(小儿惊风),小儿肝热惊风，目窜或暴赤，手足抽搐。,上为末，炼蜜为丸，如芡实大。,每次1丸，砂糖汤化服。,,n,11.0,,,
明,汤,内,11437.0,泻胃汤,《万病回春》卷五,当归  川芎  赤芍  生地黄  黄连　牡丹皮  栀子  防风  荆芥  薄荷  甘草,wbz,疏风泻火,祛风解表(牙痛),牙痛,上锉1剂，水煎，去滓,食远频服,,n,11.0,,,
宋,丸,内,761.0,人参丸,《圣济总录》卷七十二,人参  玄参  沙参  丹参  苦参  防风(去叉)各30g  廑虫30枚(熬)  附子(炮裂，去皮、脐)30g  巴豆(去皮、心，煮研出油)30枚  花椒(去目并闭口，炒出汗)30g  干姜(炮)15g  葶苈(微炒，研)30g,30g,温中益气，化瘀消痰,透疹,中焦虚寒，痰瘀凝结，致患癖块，久聚不散，心腹胀满。,上为末，炼蜜和丸，如梧桐子大。,每次1丸，食后用米饮送下，未利再服。,,y,12.0,,,
明,丸,内,1307.0,大衍丸,《解围元薮》卷三,羌活  当归  白芷  防风  粉草  连翘  熟地  牛蒡子  僵蚕各60g  蒺藜180g  玄参250g(酒拌，晒)  苦参皮500g(jiu浸，九蒸晒),60g,祛风养血，舒筋通络。,中风后虚,诸风瘫痪，痿废变形，肿胀困败者。,上为末，酒糊为丸，如梧桐子大。,每次100丸，滚汤送服，一日三次。,,y,12.0,,,
明,丸,内,1366.0,大麻丸,《医方类聚》卷九十六引《千金月令》)  又名大黄丸(《太平圣惠方》卷二十三)  搜风顺气丸(《仁斋直指》卷三)  镇风润气丸(《杂病源流犀烛》 卷十七),大黄450g  枳壳90g  槟榔150g  郁李仁150g  山药150g  牛膝150g  独活90g  防风90g  山茱萸90g  麻仁300g(别研)  菟丝子120g(jiu浸，别捣粉)  车前子180g,90g,疏风理气，滋阴润肠。,中风后虚,中风后，风气壅滞，阴亏津伤，大便秘涩，身体羸瘦，腰膝冷痛，四肢无力，遍身虚痒。,上为散，炼蜜为丸，如梧桐子大。,每次40丸，加至50丸，空腹温水送服；如腹脏热，用浆水送服。自然微利。,,y,12.0,,方中大黄苦寒峻猛，能下燥结而祛瘀热，加以蒸晒，则性稍和缓，故以为君；麻仁滑利，李仁甘润，并能入大肠而润燥通幽；车前利水，牛膝下行，又能益肝肾而不走元气；独活、防风之辛以润肾而搜风；枳壳、槟榔破滞而顺气；数药未免攻散，故又用山药益气固脾，山茱萸温肝补肾，菟丝益阳强阴，是攻中兼补之义。,
明,汤,内,1389.0,大力子汤,《古今医鉴》卷三,黄芩(酒洗)6g  黄连(jiu炒)6g  桔梗4．5g  甘草3g  连翘3g  牛蒡子(炒，研)  玄参各3g  大黄(酒蒸)4．5g  荆芥1g  防风1g  羌活lg  石膏l.5g,1g,清热解毒，祛风消肿。,祛风解表(风热),大头天行病，腮颊颈项肿胀，头疼发热。,上锉。加生姜3片，水煎，去滓。,温服,,y,12.0,,,
宋,煮散,内,1506.0,大补黄耆汤,《魏氏家藏方》卷四,黄芪(蜜炙)  防风(去芦)  川芎  山萸肉(去核)  当归(去芦，jiu浸)  白术(炒)  肉桂(去粗皮，不见火)  甘草(炙)  人参(去芦)  五味子各30g  白茯苓45g(去皮)  熟地黄60g(洗)  肉苁蓉90g(jiu浸),30g,补气养血，固表敛汗。,祛风解表(虚感),自汗，气血俱虚者。,上？咀。每服15g，用水220ml，加生姜5片，大枣1枚，同煎至180m!，去滓。,空心、食前温服。,去芦,y,12.0,,,
元,散,内,1744.0,川芎散,《卫生宝鉴》卷九,川芎  细辛  羌活  槐花  石膏  香附子  甘草(炙)各15g  荆芥  薄荷  茵陈  防风(去叉)  菊花各30g ,30g,祛风清热。,祛风解表(风热),风热上扰，偏正头疼，昏眩。,上为细末,每次6g，食后茶清调服，一日三次。,去叉,y,12.0,,,
金,汤,内,1780.0,川芎肉桂汤,《兰室秘藏》卷中又名川羌肉桂汤(原书目录,酒汉防己  防风各0．9g(炒)  神曲  独活各1．5g  川芎  柴胡  肉桂  当归梢  甘草  苍术各3g  羌活4．5g  桃仁5个(去皮、尖，研如泥),0.9g,温经散寒，祛风除湿，活血止痛。,胜湿止痛(风寒湿痹),露宿寒湿之地，腰痛不能转侧，两胁搐急作痛。,上哎咀，都作一般。好酒450m1，煎至150m1，去滓。,稍热，食远服,,y,12.0,,,
清,汤,内,1819.0,卫生汤,《医学心悟》卷六,白芷  连翘  花粉各2．5g  荆芥　甘草节  蒡子各3g  防风  乳香  没药各1．5g　银花6g  贝母  归尾各4．5g,1.5g,清热解毒，活血消痈,透疹　散结,痈疡,水煎，去滓。,分二次温服,,y,12.0,,,
唐,汤,内,1941.0,小续命汤,《备急千金要方》卷八注文引《小品方》,麻黄  防己  人参  黄芩  桂心  甘草  芍药  川芎  杏仁各3g  附子6g  防风4．5g  生姜15g,4.5g,扶正祛风,中风　虚,正气不足，风邪外袭。中风不省人事，神情闷乱，半身不遂，筋急拘挛，口眼喁斜，语言蹇涩，牙关紧闭，手足厥冷。,上哎咀。用水1．2L，先煮麻黄，去上沫，纳诸药，煮取600m1，去滓。,分三次温服。不愈，更合三至四剂，必佳。,,y,12.0,,本方是治真中风的方剂。方中麻黄、防风、防己、生姜入太阳之经以祛风逐湿，疏通经络；风邪外壅，则里气不宣，里既不宣，则郁而为热，故以杏仁宣之，黄芩清之；而邪之所凑，其气必虚，故以人参、甘草益气而扶正；白芍、川芎护营而和血；用附子、桂心者，既可助补药之力，又能济麻黄以温经发表。,
唐,汤,内,1942.0,小续命汤,《备急千金要方》卷八引《胡洽方》)  又名续命汤(《外台秘要》卷十四引《深师方》,麻黄  桂心  甘草各6g  生姜15g　人参  川芎  白术  附子  防己  芍药  黄芩各3g  防风4．5g,4.5g,祛风散寒，益气扶正。,中风　虚,中风冒昧，不知痛处，拘急不得转侧，四肢缓急，二便失禁。,上畋咀。用水1．2L，煮取600m1,分三次温服,,y,12.0,,,
金,煮散,内,2041.0,比金散,《宣明论方》卷三,麻黄  白芷  细辛  荆芥穗  菊花  防风  石膏  何首乌  川芎  薄荷  干蝎  草乌头各等分,等分,解表散寒,祛风解表(风寒),伤寒冒风，头目痛，四肢拘急，鼻塞。,上为细末。每次3g，用水150m1，煎至120m1，去滓。, 温服,,n,12.0,,,
明,丸,内,2083.0,无比地黄丸,《普济方》卷七十二引《经验良方》,肉苁蓉120g(jiu浸)  枸杞子120g  当归  川芎  防风各60g  菊花  楮实(焙)　巴戟天(去心)  荆芥穗  白蒺藜各45g  决明子(炒)30g  生地黄120g,60g,补肝益肾，祛风明目。,明目　肝肾虚,肝肾虚，眼生黑花，乍结内障，目力亏损，遇风有泪。,上为细末，炼蜜为丸，如梧桐子大。,"每次30丸，空心用盐汤或温无灰酒
送服。",,y,12.0,,,
明,汤,内,2197.0,天冬饮子,《审视瑶函》卷四,天冬  知母  茺蔚子  防风  辽五味  茯苓  熟地黄  羌活  荆芥穗  川芎  白芍药  当归各等分,等分,滋肾补肝，养血祛风。,明目　肝肾虚,怀孕多居暖阁，或烘火过热，衣被卧褥，伏热在内，或补药或热药太过，肝脏壅极，致令胎热。将临月，两目忽然不明，灯火不见，头痛目昏，颐项肿满，不能转颈。,上锉。加生姜3片，白水400m1煎。,食后服,,n,12.0,,,
宋,丸,内,2251.0,天麻除风丸,《杨氏家藏方》卷二,天麻  防风  细辛  藁本  川芎　香白芷  干山药  黄芪(蜜炙)  蝎梢(略炒，去毒)  当归(洗，焙)各30g  甘草16g(炙)  白附子15g(炮),30g,祛风通络,祛风解表(风寒),风气上壅，头昏目涩，鼻塞耳鸣，项背拘急，肢体倦怠。,上为细末，炼蜜为丸。每30g作10丸。,每次1丸，食后用茶或酒送服。,,y,12.0,,,
清,汤,内,2314.0,开豁腠理汤,《专治麻痧初编》卷三引《痘疹折衷》,升麻  葛根  羌活  荆芥  防风　前胡  紫苏  牛蒡子  陈皮  甘草  桔梗  枳壳,wbz,解肌透疹,透疹,麻疹,水煎，去滓,温服,,n,12.0,,,
小日本•丹波康赖（982）（宋）,丸,内,2315.0,开心薯蓣肾气丸,《医心方》卷十三引《范汪方》,肉苁蓉30g  山茱萸30g  生地黄45g  远志45g  蛇床子37g  五味子45g  防风45g  茯苓45g  牛膝45g  菟丝子45g  杜仲45g　山药45g,45g,温肾补髓，开心养志。,其它助阳气,丈夫五劳七伤，髓极阳衰，腹胀肠鸣，不欲饮食，春、夏手足烦热，秋、冬两脚凌冷，少寐多忘，阳痿，遗精。,上为末，炼蜜为丸，如梧桐子大。,每次10～20丸，日二服，夜一服。若烦心即停减之，只服十丸为度。,,y,12.0,,,
金•张yuan素撰,丸,内、外,2323.0,不换金丹,《医学启源》卷中,荆芥穗  白僵蚕(炒)  天麻  甘草各30g  羌活(去芦)  川芎  白附子(生)  川乌头(生)  蝎梢(去毒，炒)  藿香叶各15g  薄荷9g  防风30g,30g,祛风解痉，行经和血。,中风(中经),中风，口眼喁斜,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，茶清送服。另以l丸研细，用水调，如口喁向左，即右腮上涂之，反之亦然。,,y,12.0,,,
元•沙图穆苏,煮散,内,3117.0,内托千金散,《瑞竹堂经验方》卷五,人参  当归  黄芪  芍药  川芎　防风  甘草  瓜蒌  白芷  官桂  桔梗  金银花各9g,9g,补气活血，托里消肿,透疹　虚,气血不足，热毒蕴结，致发脑背痈疽，乳痈，便毒,上畋咀。每次21～24g，用水400ml，煎至280ml，加酒75ml，去滓。,分二次温服。两服之后，疮口有黑血出者，或遍身汗出，皆药之功效也。,,y,12.0,,,
明,汤,内,3123.0,内托消脓散,《证治准绳·疡医》卷三,人参9g  黄芪15g  防风  白芷　川芎  当归各9g  桔梗6g  连翘12g  升麻9g  柴胡6g  金银花15g  甘草节6g,9g,补托消脓,透疹　虚,发颐有脓不消，正气已虚，热毒仍盛者。,用水、酒各150m1，煎至150m1，去滓。,徐徐温服,,y,12.0,,,
宋,丸,内,3387.0,牛黄丸,《太平圣惠方》卷十一,牛黄15g(细研)  冰片7．5g(细研)  天竺黄15g(细研)  犀角屑  羚羊角屑  朱砂(细研，水飞过)  黄芩  川升麻各30g  甘草7．5g(炙微赤，锉)  防风15g(去芦头)  麝香3g(细研)  真珠15g(细研),15g,清心散热，化痰开窍。,止痉,阳毒伤寒，心胸烦闷，恍惚如狂，结热不散。 ,上为末，入研药令匀，炼蜜为丸，如梧桐子大。,每次15丸，以温水嚼下，不拘时候。,,y,12.0,,,
清,丸,内,3495.0,牛黄五痫丸,《活人方》卷七,人参30g  天麻30g  防风30g  粉甘草60g  白僵蚕1．5g  全蝎1．5g  雄黄7．5g　陈胆星7．5g  朱砂7．5g  麝香3g  冰片1．5g　牛黄1．5g,30g,化痰开窍，熄风定痫,止痉(风痫),风痰所致的痫证,上为细末，炼蜜为丸，金箔为衣。,每次1～2丸，以淡姜汤化服,,y,12.0,,,
明,汤,内,3530.0,牛蒡芩连汤,《万病回春》卷二,连翘  牛蒡子(另研)  玄参各3g　大黄  荆芥  防风  羌活各1g  石膏  桔梗各4．5g  甘草3g  黄芩(jiu炒)7．5g  黄连(jiu炒)4．5g,1g,清热解毒，疏风散邪。,祛风解表(风热),大头瘟，积热在上，头项肿起，或面肿，多从耳根下起。,上锉一剂。加生姜1片，水煎，去滓。,每150m1药分20次，食后温服。常令药在上，勿令饮食在后也。,,y,12.0,,本方所治之证，是由感受风热疫毒之邪，壅于上焦，攻冲头面所致。方中重用黄芩、黄连清泄上焦热毒为君，牛蒡子、连翘、防风、荆芥、羌活疏散上焦头面风热为臣；玄参、桔梗、甘草清利咽喉，石膏、大黄泻热降火，均为佐药。诸药配伍成方，清疏并用，升降兼投，共奏清，热解毒，疏风散邪之功。,
明,汤,内,3573.0,升麻汤,《育婴秘诀》卷三,升麻3g  人参  白术  白茯苓  陈皮  当归  白芍  麻子仁各1．5g  甘草  防风各0．9g  荆芥穗0．6g  乌梅(去核)1个,0.9g,益气养血，升阳举陷,散肝舒脾(升阳),小儿久痢，气血俱虚，中气下陷，脱肛。,上哎咀，分二剂。水煎，去滓。,空腹服,,y,12.0,,,
清,汤,内,3599.0,升葛汤,《外科大成》卷二,升麻  葛根各4．5g  羌活  防风　黄柏  南星  川山甲(炒)  半夏各2．4g  鹿角灰6g  大黄6g,2.4g,疏肝清热，消肿散结。,透疹,妇人肝气郁结，胃热壅滞，致患乳吹、乳毒、乳痈、乳疽。,用黄酒400ml，葱头3个，煎至320m1，去滓。,食远服,,y,12.0,,,
清,汤,内,3623.0,升麻石膏汤,《杂病源流犀烛》卷二十二,升麻  石膏  防风  荆芥  归尾　赤芍  连翘  桔梗  甘草  薄荷  黄芩  灯心,wbz,清胃散火，消肿止痛。,散肝舒脾(散伏火),阳明火郁，牙龈红肿，面颊俱肿，头面尽痛者。,水煎，去滓,分二次温服,,n,12.0,,,
明•陈文治撰,膏,外,3958.0,风湿气膏,《疡科选粹》卷八,川乌  草乌各30g  当归60g  红花  官桂  白芷  桃仁  防风  赤芍药  补骨脂  穿山甲  羌活各30g,30g,祛风燥湿，活血止痛。,胜湿止痛,风湿气痛，兼治跌打损伤。,上锉，用麻油1kg，入前药煎枯，以布绞去渣，取油，另煎至滴水成珠为度，听用；又用松香5k8煎销，以夏布滤下，流于水内，去水，取出松香，又将葱、姜汁各250m1，烧酒500g，入松香内和匀，略煎过，方入前油，慢火熬成膏，住火，加乳香、没药各30g，阿魏30g，麝香3g和匀，摊布上。,贴患处,,y,12.0,,,
宋,煮散,内,4276.0,平肝饮子,《医方大成》卷六引《济生方》,防风(去芦)  桂枝(不见火)  枳壳(去瓤，微炒)  赤芍药  桔梗(去芦，锉，炒)各30g 木香(不见火)  人参  槟榔  当归(去芦，jiu浸)　川芎  陈皮  甘草(炙)各15g,30g,平肝健脾,散肝舒脾,喜怒不节，肝气不平，邪乘脾胃，心腹胀满，连及两胁妨闷，头晕呕逆，脉来浮弦,上哎咀，每次12g，用水230ml，生姜5片，煎至150m1，去滓。,温服，不拘时候。,去芦,y,12.0,,,
清,丸,内,4410.0,玉液上清丸,《杂病源流犀烛》卷二十四,薄荷叶420g  柿霜150g  桔梗135g  甘草105g  川芎84g  百药煎15g  防风48g　砂仁13．5g  青黛9g  冰片  元明粉  白硼砂各6g,48g,生津液，化痰涎。,祛风解表(风热),风痰上壅，头目不清，咽喉肿痛，口舌生疮。,上为细末，炼蜜为丸，如鸡头子大。,每次1丸，噙化，不拘时候。,,y,12.0,,,
宋,丸,内,4618.0,龙齿丸,《圣济总录》卷四十三,龙齿  远志(去心)  生地黄(焙)　白茯苓  天冬(去心，焙)  山药  防风  五味子  车前子  麦冬(去心，焙)  地骨皮  人参各等分,等分,滋阴清热，镇心安神。,止痉　安神,心神狂越，多喜善笑。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，空心用竹叶汤送服，一日二次。,,n,12.0,,,
明,汤,内,4837.0,四物三黄汤,《医便》卷三,当归  川芎  芍药  生地黄各6g  羌活  防风  黄芩  龙胆草  甘菊花  黄连各4．5g  玄参  薄荷各3g,4.5g,养血泻火,明目　肝虚,目赤暴发，赤肿疼痛，不可忍者。,用水300m1，煎取240ml，去滓。,食后通口服。,,y,12.0,,,
宋,煮散,内,5959.0,半夏散,《太平圣惠方》卷五十一,半夏30g(汤洗七遍去滑)  防风15g 大腹皮15g(锉)  麦冬22．5g(去心)  枇杷叶15g(拭去毛，炙微黄)  赤茯苓22．5g  白术22．5g  桔梗22．5g  枳壳22．5g(麸炒微黄，去瓤)  前胡22．5g  人参15g  甘草15g(炙微赤，锉),15g,益气健脾，宣肺化饮。,其它,溢饮。胸膈痰壅，头痛呕逆，不下饮食。,上为粗散。每次15g，以水150ml，加生姜3．5g，煎至75m1，去滓。,温服，不拘时候。,,y,12.0,,,
清,汤,内,6034.0,加味八珍汤,《医宗金鉴》卷四十七,人参、白术、茯苓、当归、白芍、熟地黄、川芎、炙甘草、黄芪  附子  肉桂  防风,wbz,益气补血，疏风散寒,祛风解表(产后虚感),产后血气不足，脏腑皆虚，腠理不密，汗常自出，风邪乘虚袭中经络，头项、肩背强直，状如角弓反张。,水煎，去滓。,温服,,n,12.0,,,
明,煮散,内,6130.0,加味泻白散,《症因脉治》卷一,桑白皮  地骨皮  桔梗  杏仁  防风  黄芩  瓜蒌仁  知母  薄荷  枳壳  陈皮  甘草各等分,等分,宣肺清热，化痰止咳。,祛风解表(风邪),外感风邪，肺伤咳嗽，腋痛。,上为散。每次9g，水煎，去滓。,温服,,n,12.0,,,
清•陈笏庵撰,汤,内,6318.0,加味补益败毒散,《胎产秘书》卷下,生黄芪6g  人参6g  焦术3g  炙甘草2．4g  陈皮3g  归身6g  升麻0．6g  荆芥3g  银花6g  肉桂1．5g  防风3g  乳香(去油)3g,3g,益气升阳，清热祛湿。,散肝舒脾(升阳),湿热下陷，阴门生疮。,水煎，去滓。,温服,,y,12.0,,,
明,煮散,内,6633.0,地黄清肺饮,《婴童百问》卷八)  又名清肺汤(《古今医统》卷八十九)  清肺饮(《育婴秘诀》卷四,桑白皮(炒)15g  紫苏  北前胡  防风  赤茯苓  黄芩  天冬(去心)  当归  连翘　桔梗  生地黄  甘草(炙)各7．5g,7.5g,养阴清肺。,祛风解表(风热),"小儿肺热疳蜃(匿字下面两个虫)，咳嗽气逆，多啼，壮热,恶寒，鼻外生疮。",上锉散。每次6g，水煎，去滓。,食后温服,,y,12.0,,,
宋,丸,内,6753.0,芎辛丸,《普济本事方》卷四,川芎  防风  僵蚕(去丝咀，炒)  独活(黄色如鬼眼者，去芦，洗，焙)各30g  天麻120g  桔梗(炒)90g  细辛  白附子(炒)  羌活  甘草(炙)各15g  薄荷  荆芥穗各45g,30g,祛风化痰,祛风解表(风热),风痰壅于上膈，头痛面赤，烦闷咽干，头目昏晕，百节疼痛，背项拘急。,上为细末，炼蜜为丸，如弹子大。,每次1丸，食后用茶、酒嚼下。,,y,12.0,,,
清,丸,内,6932.0,百效丸,《疡医大全》卷三十五,黄柏  苦参  连翘  川牛膝  何首乌  当归尾  生地  牡丹皮  防风  防己  荆芥  紫苏叶,wbz,祛风活血，清热化湿。,透疹,遍身上下手足脓窠，血风疥癣。,上为末，神曲打糊为丸，如梧桐子大。,每次9g，白汤送服。服完500g，除根不发。加蛇蜕30g研更妙。,,n,12.0,,,
元•齐德之撰,煮散,内,6982.0,托里茯苓汤,《外科精义》卷下,防风  桔梗  芍药  五味子  川芎　甘草  麦冬(去心)  桂  熟地黄各30g  当归　黄芪  茯苓各45g,30g,补气养血，温中托里。,透疹,痈疽溃后，脓出内虚。,上为末。每次15g，用水225ml，煎至150m1，去滓。,温服,,y,12.0,,,
明,汤,内,6985.0,托里消毒散,《古今医鉴》卷十五又名托里消毒饮(《万病回春》卷八,黄芪(盐水炒)  花粉各6g  防风　当归(酒洗)  川芎  白芷  桔梗(炒)  厚朴(姜制)  穿山甲(炒)  皂角刺(炒)各3g  金银花  陈皮各9g,3g,益气补血，?削中溃脓。,透疹,痈疽六七日不消者。,用水、酒各300m1，煎至280ml，去滓。二帖后，只用水煎。,疮在上，食后服；疮在下，空心服。,,y,12.0,,,
宋,丸,内,7030.0,当归丸,《圣济总录》卷八,当归(切，焙)  杜仲(炙)  丹参  郁李仁(去皮、尖、双仁)  赤芍药  石斛22．5g  牛膝(jiu浸，切，炮)  酸枣仁  防风  槟榔(煨，锉)各30g  萆薢45g  桂(去粗皮)15g,30g,养阴濡筋，祛风通络。,中风虚,中风。腰脚不随，骨节疫疼，筋脉拘急，行履稍难。,上为末，炼蜜为丸，如梧桐子大。,每次20～30丸，空心用温酒送服。,,y,12.0,,,
现代,丸,内,7045.0,当归丸,《中西医结合治疗常见皮肤病》,当归15g  川芎7．5g  白芍9g  生地9g  熟地9g  防风6g  白芥子6g  荆芥6g  首乌12g  玉竹12g  黄芪15g  甘草3g,6g,养血润燥，益气祛风。,透疹,慢性荨麻疹，银屑病，瘙痒症，皮肤干裂，鳞屑，皲裂或萎缩，瘙痒，无热象，脉细，舌淡红者。,上为末，炼蜜为丸，每丸9g。,早、晚各服1丸,,y,12.0,,,
近代,汤,内,7178.0,当归芍药饮,《眼科临证笔记》,当归15g  赤芍9g  生地12g  防风9g  黄芩9g  栀子9g  牛蒡子9g(炒)  连翘9g　大黄12g  白芷9g  红花9g  甘草3g,9g,凉血祛风，泻火解毒。,祛风解表(风热)　目,沙眼赤肿，目胞痒痛。,水煎，去滓。,温服,,y,12.0,,,
清,汤,内,7198.0,当归补血汤,《医宗金鉴》卷七十八,薄荷1．5g  羌活1．5g  芜蔚子3g　柴胡2．4g  蒺藜3g  菊花2．4g  防风2．4g  甘草1．2g  生地黄6g  当归4．5g  白芍药3g  川芎2．4g,2.4g,补血养肝，疏风明目。,明目　肝虚,经行去血过多，肝经虚损，眼目涩痛，头痛眩晕，肿涩难开，生翳于黑睛上，或如粟米，或花翳白陷。,上为粗末。以水300m1，煎至150ml，去滓。,食后温服。,,y,12.0,,,
元末,散,内,7786.0,决明散,《银海精微》卷下,决明子  甘菊花各30g  防风  车前子  川芎  细辛  栀子仁  玄参  蔓荆子  白茯苓  山茱萸各45g  生地黄90g,45g,滋肾补肝，清热祛风。,明目　肝虚,肝肾阴亏，风热上扰，眼见黑花不散。,上为末,每次6g，食后以盐汤调服。,,y,12.0,,,
宋,丸,内,8072.0,防风丸,《圣济总录》卷一O七,防风  玄参  决明子(炒)  车前子　茯神(去木)  地骨皮  枳壳(去瓤，麸炒)  龙齿　甘菊花  苦参  大黄(锉，炒)  麦冬(去心，焙)各30g    ,30g,祛风泻火，退翳明目。,祛风解表(风热)　目,风热毒气攻目，或赤或涩，或昏或痛，翳障不明者。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，食后温浆水送服，临卧再服。,,y,12.0,,,
明,汤,内,8110.0,防风升麻汤,《片玉心书》卷五,升麻  防风  山栀仁  甘草  麦冬(去心)  荆芥穗  木通  葛根  薄荷叶  玄参  连翘  牛蒡子,wbz,发表解毒。,透疹　散结,小儿丹毒,水煎，去滓。,温服,,n,12.0,,,
清,汤,内,8130.0,防风消毒饮,《麻疹备要方论》,荆芥  防风  牛蒡子  甘草  枳壳　桔梗  石膏  苏叶  百部  马兜铃  葶苈  桑皮,wbz,透疹解毒，泻肺平喘。,透疹　散结,麻毒内攻，喘促胸突，肚急目闭者。,水煎，去滓。,温服,,n,12.0,,,
明•谈志远辑,汤,内,8140.0,防风解毒汤,《痘疹全书》卷下又名防风败毒散(《麻科活人书》卷二),防风  薄荷  荆芥  石膏  知母  桔梗  甘草  牛蒡  连翘  木通  枳壳  淡竹叶,wbz,辛凉透发。,透疹,麻疹初起，发热咳嗽，或乍冷乍热，已现麻点者。,水煎，去滓。,温服，一日二次。,,n,12.0,,,
宋,煮散,内,8407.0,麦门冬散,《太平圣惠方》卷三十,麦冬30g(去心)  防风22．5g  羚羊角屑22．5g  茯神30g  赤芍药22．5g  柴胡30g(去苗)  枳壳22．5g(麸炒微黄，去瓤)  白术30g　黄芪30g(锉)  川芎22．5g  甘草15g(炙微赤，锉)  酸枣仁22．5g(微炒),22.5g,养心益气，平肝舒筋。,止痉　虚,虚劳，筋脉拘挛，四肢疼痛，心神烦热，不得睡卧。,上为散。每次12g，以水300ml，入生姜片4g，煎至180ml，去滓。,温服，不计时候。,,y,12.0,,,
宋,煮散,内,8465.0,远志散,《太平圣惠方》卷二十,远志30g(去心)  防风15g  桂心15g  茯神30g  甘草15g(炙微赤，锉)  独活30g  犀角屑30g  人参30g  石膏60g  秦艽30g  黄芩22．5g  麦冬45g(去心，焙),15g,清热熄风，化痰定志。,止痉　风热,风热发狂，发即多啼泣，或即歌笑，或自说贤智，或狂走不避水火。,上为散。每次9g，以水150ml，煎至90ml，去滓。,温服，不拘时候。,,y,12.0,,,
宋,丸,内,8517.0,杜仲丸,《杨氏家藏方》卷十六,五加皮  萆薢  山茱萸各90g  杜仲120g(炒去丝)  阿胶(蛤粉炒成珠子)  金毛狗脊(炙去毛)  防风  川芎  细辛  鹿角屑各60g  当归(洗，焙)  生地黄各30g,60g,补精血，祛风湿，强筋骨。,胜湿止痛,妊娠冲任脉虚，血海虚弱，寒湿邪气客搏胞络，致患腰痛，小腹牵连，行步力弱，难于俯仰，小便白浊，昼夜频行。,上为细末，蜜糊为丸，如梧桐子大。,每次30丸，空心、食前用盐酒或煎艾汤送服。,,y,12.0,,,
宋,丸,内,8569.0,豆蔻丸,《圣济总录》卷十七又名大豆蔻丸(《宣明论方》卷二,肉豆蔻(去壳)15g  羌活  防风  桔梗(炒)各7．5g  陈皮(汤浸，去白，焙)  独活　薏苡仁  人参  草豆蔻(去皮)  川芎各15g  甘草(炙)  木香各7．5g,7.5g,健脾理气，祛风化湿。,散肝舒脾,脾虚气滞，肌表不固，风邪乘之，致患胃风，颈项多汗恶风，饮食不下，膈塞不通，腹善满，失衣则照胀，食寒则泄，形瘦而腹大。,上为细末，炼蜜为丸，如梧桐子大。,每次30～40丸，米饮送服，一日三次，夜一次。,,y,12.0,,,
明,汤,内,8775.0,苍耳散 ,《古今医鉴》卷十五,苍耳子  金银花  皂角刺  防风  荆芥  连翘各3g  蛇床子  天麻  前胡各1．5g  土茯苓  牙皂  甘草各9g,3g,解毒祛风。,透疹　散结,杨梅疮已服轻粉愈后，又发鹅掌风，手掌脱皮，反复不绝者。,上锉。加生姜1片，川椒1撮，水煎，去滓。,温服，不拘时候。,,y,12.0,,,
清,汤,内,8905.0,苡仁散,《杂病源流犀烛》卷十三)又名苡仁汤(《类证治裁》卷五,苡仁  川芎  当归  干姜  肉桂  川乌  羌活  独活  麻黄  防风  白术  甘草,wbz,祛风除湿，温经通络。,胜湿止痛(寒湿痹),寒湿痹痛,水煎，去滓,温服,,n,12.0,,,
清,汤,内,8934.0,赤荆汤,《外科全生集》卷四,川连  甘草各3g  苏梗  牛蒡  玄参  赤芍  荆芥  连翘  黄芩  花粉  射干  防风各4.5g    ,4.5g ,清热解毒，祛风利咽。,祛风解表(风热),缠喉风等一切喉证。,水煎，去滓。,温服,,y,12.0,,,
清,丸,内,9108.0,还睛丸,《眼科阐微》卷三,草决明  当归  菊花各30g  木贼　蝉蜕各6g  川芎9g  青葙子(炒)  防风  山栀　白蒺藜(炒)  白芍  粉草各15g,15g,活血清肝，祛翳明目。,明目　肝热,目因物撞，瘀血蓄内，致生翳障，疼痛昏花。,上为细末，炼蜜为丸，如梧桐子大。,每次30丸，用麦冬汤送服。先用通血散，次服经效散，然后服本方。,,y,12.0,,,
